PLOTIDd,LON,LAT,Modified_stratamap,old_strata,Intended_1A_yes2000,Intended_1B_no2000
860,121.27242784205566,12.454287078678554,47,42,70,70
921,121.22284263834133,14.738256474657746,44,42,42,42
24,121.98712809980091,13.228815095257886,88,80,80,80
420,120.44588887078892,17.323785956679377,88,80,80,80
496,125.30730339857985,7.802811487584912,88,80,80,80
588,125.42641936502055,12.026868865402601,88,80,80,80
618,125.6139869917327,11.332653717896882,88,80,80,80
846,123.0718445629611,10.134207882368557,88,80,80,80
933,125.10626036848419,11.347475769798539,88,80,80,80
50,125.58380333670192,8.667078912864845,66,60,60,60
67,120.8250685288687,14.84066418945118,66,60,60,60
178,123.32274480193534,13.826825137535513,66,60,60,60
292,120.62725834703681,18.08429901864773,66,60,60,60
426,121.49961458162771,13.855657684947095,66,60,60,60
460,121.06977061737865,16.720117315164924,66,60,60,60
462,120.45343366977139,17.228383489640905,66,60,60,60
521,120.77089936927145,16.985572059977613,66,60,60,60
533,120.9584669959836,14.117068025104308,66,60,60,60
544,121.72221290621567,17.35962821094697,66,60,60,60
561,120.99538835270613,14.12569192654167,66,60,60,60
644,122.43799226641588,11.069357177994064,66,60,60,60
649,123.70407820582393,13.3794613652475,66,60,60,60
767,120.41220036233015,15.932925451593807,66,60,60,60
769,125.7446921618113,8.91070189891986,66,60,60,60
799,125.6495616999371,7.147671442610537,66,60,60,60
850,122.46548262441037,10.995782010612206,66,60,60,60
927,121.07596876784294,14.64770550956542,66,60,60,60
936,125.3267049472634,6.660965021727974,66,60,60,60
954,121.1681339275166,14.253703799583995,66,60,60,60
963,125.35634905106672,12.2306096516356,66,60,60,60
965,124.34197044792357,9.861480343737698,66,60,60,60
28,125.26418389139305,10.005388912035556,55,50,50,50
36,124.96585219451329,7.545713098146383,66,60,60,60
48,121.22122398465893,14.641507359101132,66,60,60,60
63,123.03546275746605,10.151995236470752,66,60,60,60
88,119.93088499462121,16.396993016428024,66,60,60,60
134,121.1290588249853,15.095336827916634,66,60,60,60
137,121.90412193369102,17.753629920928393,66,60,60,60
216,121.60740889049369,17.916672491846594,66,60,60,60
240,126.03655370306251,7.215311546490257,66,60,60,60
306,120.93502104264456,13.12128833245509,66,60,60,60
314,123.7773813680415,9.873069547375604,66,60,60,60
324,122.92335203878028,9.20202834804464,67,60,80,80
386,121.86450727993221,16.561386694965414,66,60,60,60
449,124.29022703929938,7.187018550306143,66,60,60,60
469,125.05424495469575,11.8064242866234,66,60,60,60
490,123.22491658392377,8.484095242035638,66,60,60,60
595,123.43107866202881,7.838386195789303,66,60,60,60
596,122.10166456945974,10.908735898947892,66,60,60,60
617,121.29587379539467,15.44594702554698,66,60,60,60
702,121.10803862261933,5.954616660255825,66,60,60,60
708,121.19292652937376,16.680230656241857,66,60,60,60
762,121.77773317343214,17.98269840114497,66,60,60,60
779,120.87573283503795,16.329080907384046,66,60,60,60
784,125.366052054959,7.6473137156491475,66,60,60,60
855,125.36820580076781,5.653324120276594,66,60,60,60
856,122.6037325934714,9.889510252959658,66,60,60,60
910,120.1591463775471,15.112045079563897,66,60,60,60
973,120.78626097240058,15.806532232233883,66,60,60,60
330,126.4036046062769,7.793920040084339,33,41,80,41
328,122.95784764452976,14.075299625536678,77,70,70,70
416,123.91212648367454,12.727286622473667,27,32,80,80
930,125.51211882816673,6.491180290016966,27,32,80,80
46,120.60623814467085,13.421773775143649,77,42,70,70
355,123.10283531528255,7.802543941521705,47,42,80,80
748,119.34715745301776,10.34872631584773,44,42,42,42
760,123.12035512332153,8.299488458422982,44,42,42,42
391,122.10920936844217,10.962365507317685,88,80,80,80
6,120.94876399209129,15.785512029867936,66,60,60,60
10,124.31771739729388,6.967916160944026,66,60,60,60
16,124.95588164455779,6.066994925004767,66,60,60,60
18,123.52216917834859,13.229354646485355,66,60,60,60
21,124.64110924209399,6.7159412786159045,66,60,60,60
30,120.85174733047147,16.1611868345197,27,60,70,70
43,121.71197481019698,17.004973608661153,66,60,60,60
47,124.85562767557315,6.478783989088387,66,60,60,60
51,121.40475166581668,13.923574253092129,66,60,60,60
56,125.4994505220739,9.742092372132738,66,60,60,60
69,122.28249449448012,13.950520600758104,66,60,60,60
72,124.24926573702243,7.320684563484236,66,60,60,60
77,120.83315287907861,12.958513307600104,66,60,60,60
78,121.2532938394353,13.82763223482619,66,60,60,60
85,124.49127006939504,7.210464503645162,66,60,60,60
86,126.0166126031515,6.98273821284568,66,60,60,60
94,121.78554551847779,16.48889063003849,66,60,60,60
102,123.85499648097779,12.038458069040509,66,60,60,60
114,120.71376490747365,15.641059451241556,66,60,60,60
121,120.63049119530056,15.155699678877134,66,60,60,60
123,117.46473902510348,8.754397029693422,66,60,60,60
133,120.43403212108782,15.740773868998714,66,60,60,60
138,122.06097081324599,16.207539189970273,66,60,60,60
139,124.1290706681268,7.788256981746463,66,60,60,60
144,121.58019053766344,16.878040838073765,66,60,60,60
149,121.94670188965038,17.098217870789757,66,60,60,60
170,120.71969551187472,14.005229311582832,66,60,60,60
180,123.42892491622,10.840284238676443,66,60,60,60
189,120.45370567493562,15.742392522681115,66,60,60,60
195,120.56123243773844,15.934539646175148,66,60,60,60
202,124.26246913524169,7.18728609636935,66,60,60,60
204,120.81213267671268,17.38145551060359,66,60,60,60
212,121.36648366057601,18.42925061704125,66,60,60,60
219,122.52908278273567,13.324485108359566,66,60,60,60
225,120.79811772210167,14.983765660458367,66,60,60,60
226,123.12708836591224,9.521108242126067,66,60,60,60
235,123.24970918578094,10.557046598862613,66,60,60,60
238,120.94687779234569,15.360787113628273,66,60,60,60
241,120.71295781018296,17.538304390158547,66,60,60,60
246,123.05297810640398,13.745977176335487,66,60,60,60
256,121.01667610113527,15.577191746853051,66,60,60,60
258,121.72463865718876,17.881102242743253,66,60,60,60
280,120.55638093579228,15.884147345170161,66,60,60,60
288,121.62546824976012,17.545581643077774,66,60,60,60
295,124.80873576889513,8.009513116917393,66,60,60,60
301,125.64147289062613,7.537896293999692,66,60,60,60
305,124.40557060624887,6.428387228982341,66,60,60,60
312,121.2500609911716,16.869956487863867,66,60,60,60
331,123.56124428087996,12.200425996604825,66,60,60,60
350,122.82794957174183,11.488151489832646,66,60,60,60
369,122.85570747579952,10.498837493710932,66,60,60,60
375,123.66338444961018,8.620726557414276,66,60,60,60
395,122.70317500606431,10.604745602831324,66,60,60,60
396,124.19860143085317,7.731126979049717,66,60,60,60
407,121.96071684426134,16.871035590318797,66,60,60,60
409,125.21729198471499,8.024874720046514,66,60,60,60
412,123.29282869296777,13.434977173362904,66,60,60,60
423,121.54542738585077,16.715537818383037,66,60,60,60
435,121.48236677875293,17.322167302996974,66,60,60,60
436,126.53377022512805,7.430101985133692,66,60,60,60
441,123.22545613515125,13.584816346061846,66,60,60,60
447,124.87880608284898,6.768759330593973,66,60,60,60
454,119.95082609453222,15.44379327973817,66,60,60,60
455,120.8504006819533,15.422233526144751,66,60,60,60
456,125.38518605757935,6.09933678494541,66,60,60,60
473,121.29102229344852,13.233666597204037,66,60,60,60
476,121.29964619488588,15.462115725966774,66,60,60,60
478,120.9520012994561,15.134144384384774,66,60,60,60
484,124.24576088359441,6.824547143873635,66,60,60,60
488,120.83827192708794,14.077453371345493,66,60,60,60
493,123.11442451892046,10.30210641433395,66,60,60,60
515,124.91060393246109,6.923722010403324,66,60,60,60
516,121.68259825245687,16.541713141117608,66,60,60,60
526,122.29408369811803,13.908212649963009,66,60,60,60
532,119.85542808659481,16.057967563334532,66,60,60,60
541,124.99091680153471,8.285477962913056,66,60,60,60
551,120.4617900251455,16.63872980273743,27,60,80,80
574,120.97517524763084,15.04224231167326,66,60,60,60
580,124.1110157679614,12.650478606828061,,60,90,90
582,123.64425044698984,12.238694001845497,66,60,60,60
584,122.9529961425836,10.16466354256359,66,60,60,60
592,125.71235030187067,8.532873348459283,66,60,60,60
594,125.24855028309966,6.7994825368522145,66,60,60,60
597,121.65888475305465,18.044951910952122,66,60,60,60
602,124.92677709198195,11.056149320673757,66,60,60,60
603,120.90645604129618,15.274820104418884,66,60,60,60
607,120.64450614991154,13.89985629458885,66,60,60,60
629,124.04552940989049,8.033498621483881,66,60,60,60
633,123.52648112906726,13.558409549623342,66,60,60,60
634,120.39010551661032,16.75488046697759,66,60,60,60
655,121.50715938061009,17.61591950309483,66,60,60,60
657,120.59923289691588,15.70601071718605,66,60,60,60
665,124.78744802046599,11.166373839613886,66,60,60,60
679,120.61540159733569,15.5885089453267,66,60,60,60
691,120.55718803308297,15.346232607789823,66,60,60,60
701,122.7907606689561,9.576624050241465,66,60,60,60
707,121.97635045255473,16.792341374927588,66,60,31,60
710,120.76092881931595,15.3764162628206,66,60,60,60
711,120.70379435751812,18.086185218393336,66,60,60,60
712,123.40790471385407,12.298789306742787,66,60,60,60
729,120.39737831042851,16.483232030801666,66,60,60,60
732,125.93495308555974,9.651273860977206,66,60,60,60
735,120.91804524493409,17.612954200894286,66,60,60,60
744,120.67926930172418,15.124441380492474,66,60,60,60
756,120.5835992886225,15.062455416748527,66,60,60,60
757,121.60255738854752,16.71957776393746,66,60,60,60
768,120.04326325937012,15.28748395141067,66,60,60,60
778,121.97365269641739,10.51123379463951,66,60,60,60
780,124.05900481327402,7.039872674643482,66,60,60,60
782,123.50384227301895,7.89147625293163,66,60,60,60
795,120.92774378972533,14.830961185558884,66,60,60,60
801,124.79256706847532,8.4175297815098,66,60,60,60
803,122.07336711417456,18.326035804957133,66,60,60,60
821,125.55227303315301,9.532697445763972,66,60,60,60
822,121.4521831237222,12.908656098721526,66,60,60,60
827,120.48738972429337,16.58941214508632,66,60,60,60
835,121.07003816344188,16.23017804601861,66,60,60,60
851,121.1061524228737,16.41585947298515,66,60,60,60
858,122.95973384427536,10.558125701317545,66,60,60,60
874,120.50760282936864,16.034793615159774,66,60,60,60
875,120.88381718524786,15.428971227836513,66,60,60,60
906,123.4642276192601,10.881785092180865,66,60,60,60
908,124.45785356610052,10.954548703170992,66,60,60,60
917,120.9048373876138,12.91162140092207,66,60,60,60
918,125.46765267246177,6.325979514188903,66,60,60,60
931,124.2045275761532,6.745313377254953,37,60,70,70
946,124.71495195553905,6.344845970746032,66,60,60,60
957,120.98676445126875,15.424387271953565,66,60,60,60
959,120.9584669959836,12.667458863639586,66,60,60,60
971,124.19321037767958,7.036907372442941,66,60,60,60
975,122.32776774747575,10.665112912892873,66,60,60,60
976,121.81842247054487,17.523482338256894,66,60,60,60
987,120.81940992963187,18.147359625745562,66,60,60,60
994,123.08720616609021,10.864269743242927,66,60,60,60
997,124.63383644827582,12.480430788154905,66,60,60,60
408,120.89513438372151,16.7583853204056,17,31,80,80
90,120.83018757687809,13.428511476835407,77,70,70,70
383,124.15090242688447,13.758913028491532,77,70,70,70
653,123.47393062315241,13.524181489937087,77,70,70,70
321,124.27082549061583,6.2025515970295215,44,42,42,42
720,122.36954060614443,13.663778107516267,66,42,60,60
775,120.74529521102254,16.285421848969754,47,42,80,80
1000,123.57256593845466,12.345681213420821,44,42,42,42
